x-axis,1
second,Volt
-500.80000E-06,+6.48618082E-03
-500.78000E-06,+6.38567831E-03
-500.76000E-06,+5.88316575E-03
-500.74000E-06,+7.18969840E-03
-500.72000E-06,+6.68718584E-03
-500.70000E-06,+7.99371849E-03
-500.68000E-06,+7.39070342E-03
-500.66000E-06,+8.09422100E-03
-500.64000E-06,+8.19472352E-03
-500.62000E-06,+8.79773858E-03
-500.60000E-06,+8.09422100E-03
-500.58000E-06,+8.09422100E-03
-500.56000E-06,+8.19472352E-03
-500.54000E-06,+8.89824110E-03
-500.52000E-06,+8.89824110E-03
-500.50000E-06,+8.99874361E-03
-500.48000E-06,+9.70226119E-03
-500.46000E-06,+9.80276370E-03
-500.44000E-06,+10.50628128E-03
-500.42000E-06,+10.50628128E-03
-500.40000E-06,+10.50628128E-03
-500.38000E-06,+10.40577877E-03
-500.36000E-06,+9.90326621E-03
-500.34000E-06,+11.20979886E-03
-500.32000E-06,+10.50628128E-03
-500.30000E-06,+10.60678379E-03
-500.28000E-06,+11.31030137E-03
-500.26000E-06,+11.41080388E-03
-500.24000E-06,+12.01381895E-03
-500.22000E-06,+11.51130639E-03
-500.20000E-06,+12.71733653E-03
-500.18000E-06,+11.31030137E-03
-500.16000E-06,+11.31030137E-03
-500.14000E-06,+11.41080388E-03
-500.12000E-06,+12.01381895E-03
-500.10000E-06,+11.41080388E-03
-500.08000E-06,+12.11432146E-03
-500.06000E-06,+12.11432146E-03
-500.04000E-06,+12.11432146E-03
-500.02000E-06,+12.11432146E-03
-500.00000E-06,+12.21482398E-03
-499.98000E-06,+12.91834156E-03
-499.96000E-06,+13.01884407E-03
-499.94000E-06,+13.72236165E-03
-499.92000E-06,+13.72236165E-03
-499.90000E-06,+13.72236165E-03
-499.88000E-06,+13.72236165E-03
-499.86000E-06,+13.82286416E-03
-499.84000E-06,+14.42587923E-03
-499.82000E-06,+13.92336667E-03
-499.80000E-06,+15.22989932E-03
-499.78000E-06,+14.52638174E-03
-499.76000E-06,+14.62688425E-03
-499.74000E-06,+15.22989932E-03
-499.72000E-06,+14.62688425E-03
-499.70000E-06,+15.43090434E-03
-499.68000E-06,+16.03391941E-03
-499.66000E-06,+15.33040183E-03
-499.64000E-06,+15.33040183E-03
-499.62000E-06,+15.33040183E-03
-499.60000E-06,+15.33040183E-03
-499.58000E-06,+15.33040183E-03
-499.56000E-06,+15.33040183E-03
-499.54000E-06,+15.43090434E-03
-499.52000E-06,+16.13442192E-03
-499.50000E-06,+16.13442192E-03
-499.48000E-06,+16.13442192E-03
-499.46000E-06,+16.13442192E-03
-499.44000E-06,+16.13442192E-03
-499.42000E-06,+16.13442192E-03
-499.40000E-06,+16.23492443E-03
-499.38000E-06,+16.93844202E-03
-499.36000E-06,+16.93844202E-03
-499.34000E-06,+16.93844202E-03
-499.32000E-06,+16.83793950E-03
-499.30000E-06,+16.23492443E-03
-499.28000E-06,+16.83793950E-03
-499.26000E-06,+16.23492443E-03
-499.24000E-06,+16.93844202E-03
-499.22000E-06,+16.93844202E-03
-499.20000E-06,+17.03894453E-03
-499.18000E-06,+17.64195960E-03
-499.16000E-06,+16.93844202E-03
-499.14000E-06,+16.93844202E-03
-499.12000E-06,+16.93844202E-03
-499.10000E-06,+17.03894453E-03
-499.08000E-06,+17.74246211E-03
-499.06000E-06,+17.74246211E-03
-499.04000E-06,+17.74246211E-03
-499.02000E-06,+17.74246211E-03
-499.00000E-06,+17.74246211E-03
-498.98000E-06,+17.74246211E-03
-498.96000E-06,+17.64195960E-03
-498.94000E-06,+16.93844202E-03
-498.92000E-06,+16.83793950E-03
-498.90000E-06,+16.23492443E-03
-498.88000E-06,+16.93844202E-03
-498.86000E-06,+17.03894453E-03
-498.84000E-06,+17.64195960E-03
-498.82000E-06,+16.93844202E-03
-498.80000E-06,+17.03894453E-03
-498.78000E-06,+17.74246211E-03
-498.76000E-06,+17.64195960E-03
-498.74000E-06,+16.93844202E-03
-498.72000E-06,+16.83793950E-03
-498.70000E-06,+16.13442192E-03
-498.68000E-06,+16.23492443E-03
-498.66000E-06,+16.93844202E-03
-498.64000E-06,+16.83793950E-03
-498.62000E-06,+16.23492443E-03
-498.60000E-06,+16.93844202E-03
-498.58000E-06,+16.93844202E-03
-498.56000E-06,+17.03894453E-03
-498.54000E-06,+17.64195960E-03
-498.52000E-06,+16.83793950E-03
-498.50000E-06,+16.33542695E-03
-498.48000E-06,+17.54145708E-03
-498.46000E-06,+16.23492443E-03
-498.44000E-06,+16.93844202E-03
-498.42000E-06,+16.93844202E-03
-498.40000E-06,+16.83793950E-03
-498.38000E-06,+16.23492443E-03
-498.36000E-06,+16.83793950E-03
-498.34000E-06,+16.23492443E-03
-498.32000E-06,+16.83793950E-03
-498.30000E-06,+16.23492443E-03
-498.28000E-06,+16.83793950E-03
-498.26000E-06,+16.13442192E-03
-498.24000E-06,+16.13442192E-03
-498.22000E-06,+16.13442192E-03
-498.20000E-06,+16.03391941E-03
-498.18000E-06,+15.53140685E-03
-498.16000E-06,+16.83793950E-03
-498.14000E-06,+16.13442192E-03
-498.12000E-06,+16.23492443E-03
-498.10000E-06,+16.93844202E-03
-498.08000E-06,+16.83793950E-03
-498.06000E-06,+16.13442192E-03
-498.04000E-06,+16.03391941E-03
-498.02000E-06,+15.43090434E-03
-498.00000E-06,+16.03391941E-03
-497.98000E-06,+15.33040183E-03
-497.96000E-06,+15.33040183E-03
-497.94000E-06,+15.22989932E-03
-497.92000E-06,+14.62688425E-03
-497.90000E-06,+15.22989932E-03
-497.88000E-06,+14.42587923E-03
-497.86000E-06,+13.82286416E-03
-497.84000E-06,+14.52638174E-03
-497.82000E-06,+14.42587923E-03
-497.80000E-06,+13.62185914E-03
-497.78000E-06,+13.01884407E-03
-497.76000E-06,+13.72236165E-03
-497.74000E-06,+13.72236165E-03
-497.72000E-06,+13.72236165E-03
-497.70000E-06,+13.72236165E-03
-497.68000E-06,+13.72236165E-03
-497.66000E-06,+13.62185914E-03
-497.64000E-06,+13.01884407E-03
-497.62000E-06,+13.62185914E-03
-497.60000E-06,+12.91834156E-03
-497.58000E-06,+12.91834156E-03
-497.56000E-06,+12.81783904E-03
-497.54000E-06,+12.21482398E-03
-497.52000E-06,+12.81783904E-03
-497.50000E-06,+12.01381895E-03
-497.48000E-06,+11.41080388E-03
-497.46000E-06,+12.01381895E-03
-497.44000E-06,+11.31030137E-03
-497.42000E-06,+11.20979886E-03
-497.40000E-06,+10.60678379E-03
